name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
Honda BRV i-DTEC V MT,2017,1250000.0,30000.0,3,0,0,4
Hyundai Verna CRDi 1.6 EX,2017,799000.0,31707.0,3,0,0,4
Toyota Fortuner 3.0 Diesel,2010,1000000.0,180000.0,3,0,0,4
Maruti Alto 800 LXI,2014,190000.0,90000.0,2,0,0,3
Mahindra Verito 1.5 D2 BSIII,2014,250000.0,30000.0,3,0,0,4
Hyundai Verna 1.6 i ABS,2009,200000.0,60000.0,2,0,0,4
Tata Zest Revotron 1.2T XMS,2015,250000.0,120000.0,2,0,0,3
Maruti 800 AC,2008,90000.0,70000.0,2,0,0,2
Hyundai Grand i10 1.2 Kappa Asta,2017,500000.0,26500.0,2,0,0,4
Hyundai Verna CRDi 1.6 SX,2017,900000.0,50000.0,3,0,0,4
Maruti Alto LX,2007,100000.0,52000.0,2,0,0,3
Renault Duster 85PS Diesel RxL,2016,700000.0,160000.0,3,0,0,4
Volvo XC60 D3 Kinetic,2012,1750000.0,115992.0,3,1,1,2
Maruti Wagon R VXI Optional,2017,290000.0,110000.0,2,0,0,3
Toyota Innova 2.5 Z Diesel 7 Seater BS IV,2014,1050000.0,97000.0,3,0,0,3
Tata Indigo LX Dicor,2008,70000.0,100000.0,3,0,0,2
Maruti Swift ZDi BSIV,2016,520000.0,41000.0,3,0,0,4
Tata Indigo LS,2012,150000.0,90000.0,3,0,0,4
Hyundai i10 Magna 1.1,2008,120000.0,90000.0,2,0,0,4
Hyundai i20 Asta Option 1.2,2016,600000.0,25000.0,2,0,0,4
Tata Xenon XT EX 4X4,2010,150000.0,70000.0,3,0,0,3
Volkswagen Vento Petrol Highline,2011,400000.0,60000.0,2,0,0,4
Maruti Alto 800 LXI,2015,310000.0,30000.0,2,0,0,3
Maruti Baleno Alpha 1.2,2015,550000.0,30000.0,2,0,0,4
Hyundai i20 Asta Option 1.4 CRDi,2016,550000.0,60000.0,3,0,0,4
Hyundai Grand i10 CRDi Magna,2013,320000.0,73000.0,3,0,0,4
Maruti Vitara Brezza VDi Option,2017,700000.0,50000.0,3,0,0,3
Maruti Ertiga VDI,2012,700000.0,110000.0,3,0,0,3
Hyundai i20 1.4 Sportz,2017,655000.0,84000.0,3,1,0,4
Maruti Vitara Brezza VDi Option,2017,700000.0,50000.0,3,0,0,3
Chevrolet Beat LT LPG,2011,200000.0,110000.0,0,0,0,4
Renault Duster 85PS Diesel RxL Optional,2012,375000.0,150000.0,3,0,0,4
Hyundai Verna 1.6 SX,2012,470000.0,109052.0,3,1,0,4
Maruti Ciaz VDi,2015,550000.0,90658.0,3,1,0,4
Honda Amaze VX i-DTEC,2014,500000.0,110000.0,3,0,0,3
Datsun GO T Option BSIV,2015,210000.0,25000.0,2,0,0,4
Skoda Superb 1.8 TFSI MT,2010,300000.0,80000.0,2,0,0,4
Maruti Wagon R VXI Minor,2007,80000.0,60000.0,2,0,0,2
Mercedes-Benz E-Class E250 Edition E,2013,1451000.0,81000.0,3,1,1,4
Hyundai Verna SX AT Diesel,2009,245000.0,75000.0,3,1,1,4
Honda WR-V i-VTEC VX,2017,700000.0,25552.0,2,1,0,3
Hyundai Xcent 1.2 CRDi E,2017,350000.0,80000.0,3,0,0,4
Hyundai Elite i20 Asta Option CVT BSIV,2017,635000.0,25000.0,2,1,1,4
Honda City S,2012,325000.0,40700.0,2,0,0,4
Mahindra XUV500 AT W10 1.99 mHawk,2017,1150000.0,65500.0,3,1,1,4
Tata Indigo GLE BSIII,2008,110000.0,42000.0,2,1,0,4
Maruti Swift 1.3 LXI,2007,73000.0,80000.0,2,0,0,3
Chevrolet Beat PS,2014,170000.0,77000.0,2,0,0,4
Maruti Ciaz ZXi Plus,2016,750000.0,6000.0,2,1,0,4
Hyundai EON 1.0 Era Plus,2017,280000.0,28838.0,2,0,0,4
Tata Indigo GLS,2008,130000.0,120000.0,2,0,0,4
Maruti Swift 1.3 LXI,2007,73000.0,80000.0,2,0,0,3
Hyundai Santro Xing GLS,2007,85000.0,85000.0,2,0,0,3
Nissan Sunny Diesel XV,2013,325000.0,105000.0,3,0,0,4
Maruti S-Cross Sigma DDiS 200 SH,2017,690000.0,41000.0,3,0,0,4
Hyundai Elantra CRDi S,2013,650000.0,54000.0,3,1,0,4
Chevrolet Sail LS ABS,2014,375000.0,40000.0,3,0,0,4
Hyundai Verna 1.6 SX CRDi (O),2013,525000.0,71000.0,3,1,0,4
Maruti Eeco Smiles 5 Seater AC,2016,330000.0,72500.0,2,1,0,4
Maruti Eeco Smiles 5 Seater AC,2013,280000.0,76600.0,2,1,0,4
Maruti Swift ZXI,2014,470000.0,40000.0,2,0,0,4
Volkswagen Polo Diesel Trendline 1.2L,2011,350000.0,110000.0,3,0,0,4
Honda City 1.5 V Elegance,2012,480000.0,63000.0,2,1,0,4
Hyundai Verna 1.6 CRDi SX,2016,620000.0,60000.0,3,0,0,4
Datsun GO T BSIV,2014,250000.0,58000.0,2,0,0,4
Chevrolet Spark 1.0,2010,78692.0,80000.0,2,0,0,3
Hyundai i20 Magna Optional 1.4 CRDi,2012,350000.0,80000.0,3,0,0,4
Maruti Wagon R LX Minor,2013,250000.0,70000.0,2,0,0,3
Hyundai i20 1.2 Sportz,2011,260000.0,97700.0,2,0,0,1
Honda Mobilio S i DTEC,2016,640000.0,36000.0,3,0,0,3
Tata New Safari DICOR 2.2 EX 4x2,2008,220000.0,90000.0,3,0,0,3
Volkswagen Vento 1.5 TDI Highline,2015,465000.0,130000.0,3,0,0,4
Maruti Swift Vdi BSIII,2010,229999.0,120000.0,3,0,0,3
Tata Indica GLS BS IV,2008,95000.0,120000.0,2,0,0,2
Hyundai EON LPG Magna Plus,2012,170000.0,170000.0,0,0,0,2
Datsun RediGO T Option,2016,229999.0,37500.0,2,0,0,3
Maruti Grand Vitara MT,2007,479000.0,145000.0,2,0,0,2
Mahindra KUV 100 mFALCON G80 K8 5str,2016,370000.0,60000.0,2,0,0,4
Hyundai EON Sportz,2016,340000.0,30000.0,2,0,0,4
Maruti Swift Dzire ZXI,2016,620000.0,35000.0,2,0,0,4
Tata Manza Club Class Quadrajet90 EX,2012,270000.0,60000.0,3,0,0,4
Maruti Wagon R VXI Optional,2015,260000.0,40000.0,2,0,0,4
Tata Nano Twist XE,2015,100000.0,23800.0,2,0,0,3
Nissan Terrano XL Plus 85 PS,2015,490000.0,70000.0,3,0,0,4
Maruti Wagon R Duo Lxi,2010,120000.0,90000.0,0,0,0,3
Hyundai i10 Era,2008,125000.0,102000.0,2,0,0,3
Hyundai EON Era Plus,2013,160000.0,80000.0,2,0,0,4
Hyundai i10 Sportz,2011,250000.0,50000.0,2,0,0,4
Toyota Corolla Altis 1.8 J,2008,400000.0,35000.0,2,0,0,3
Fiat Linea T Jet Plus,2011,500000.0,20000.0,2,0,0,4
Toyota Fortuner 4x2 AT,2014,1800000.0,99000.0,3,0,1,4
Honda Civic 1.8 V MT,2008,320000.0,90000.0,2,0,0,4
Honda Civic 1.8 S AT,2007,250000.0,47000.0,2,1,1,4
Ford Figo Diesel Titanium,2010,105000.0,90000.0,3,0,0,2
Maruti Alto 800 LXI Airbag,2012,210000.0,15000.0,2,0,0,4
Maruti Alto LXi,2009,150000.0,40000.0,2,0,0,4
Hyundai i10 Era 1.1,2008,125000.0,60000.0,2,0,0,4
Maruti Celerio VXI,2016,380000.0,20000.0,2,0,0,4
Maruti Swift VXI Deca,2016,490000.0,27000.0,2,0,0,4
Maruti Wagon R VXI BS IV,2015,250000.0,25000.0,2,0,0,4
Maruti Wagon R LX Minor,2007,100000.0,100000.0,2,0,0,4
Ford Figo Diesel ZXI,2014,250000.0,100000.0,3,0,0,3
Maruti Wagon R LX BSIII,2007,100000.0,110000.0,2,0,0,4
Ford Figo 1.5D Ambiente ABS MT,2016,350000.0,60000.0,3,0,0,3
Renault Duster 110PS Diesel RxZ Plus,2012,370000.0,70000.0,3,0,0,3
Ford Figo Aspire 1.5 Ti-VCT Titanium,2017,570000.0,44077.0,2,1,1,4
Maruti Ertiga SHVS VDI,2017,785000.0,24000.0,3,0,0,4
Maruti Wagon R VXI BS IV,2016,375000.0,30000.0,2,0,0,3
Maruti Baleno Alpha 1.2,2017,619000.0,40000.0,2,0,0,4
Chevrolet Cruze LTZ,2011,335000.0,90000.0,3,0,0,3
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2006,500000.0,50000.0,3,0,0,4
Maruti Zen Estilo VXI BSIV,2010,130000.0,50000.0,2,0,0,3
Tata Indigo TDI,2013,270000.0,70000.0,3,0,0,3
Maruti Wagon R LXI Minor,2010,225000.0,100000.0,2,0,0,3
Maruti SX4 ZXI MT BSIV,2011,150000.0,160000.0,2,0,0,3
Chevrolet Beat Diesel LT,2013,173000.0,70000.0,3,0,0,4
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,2017,710000.0,110000.0,3,0,1,4
Maruti Baleno Zeta 1.2,2017,550000.0,20000.0,2,0,0,4
Maruti 800 AC BSIII,2008,58000.0,70000.0,2,0,0,3
Audi A4 1.8 TFSI,2012,1200000.0,60000.0,2,0,1,2
Mahindra Scorpio M2DI,2013,500000.0,150000.0,3,0,0,4
Maruti Swift LXi BSIV,2009,120000.0,83000.0,2,0,0,3
Datsun GO Plus T Option BSIV,2015,295000.0,21000.0,2,0,0,4
Ambassador Grand 1800 ISZ MPFI PW CL,2012,430000.0,50000.0,2,0,0,3
Hyundai Verna i (Petrol),2007,123000.0,50000.0,2,0,0,3
Skoda Laura Ambiente 2.0 TDI CR AT,2012,450000.0,48500.0,3,0,1,3
Maruti Wagon R LXI Minor,2007,130000.0,60000.0,2,0,0,2
Tata Indica Vista Aqua 1.4 TDI,2010,110000.0,90000.0,3,0,0,3
Hyundai Grand i10 Magna,2015,320000.0,70000.0,2,0,0,3
Maruti Wagon R LXI BS IV,2014,300000.0,50000.0,2,0,0,4
Volkswagen CrossPolo 1.2 MPI,2016,350000.0,110000.0,2,0,0,4
Hyundai Xcent 1.1 CRDi S,2016,270000.0,175000.0,3,0,0,4
Hyundai i20 1.2 Magna Executive,2017,540000.0,60000.0,2,0,0,4
Maruti Wagon R LXI CNG,2011,160000.0,60000.0,1,0,0,3
Maruti SX4 VDI,2013,340000.0,100000.0,3,0,0,3
Maruti Eeco 5 Seater AC BSIV,2017,350000.0,40000.0,2,0,0,3
Volkswagen Vento Diesel Style Limited Edition,2011,300000.0,100000.0,3,0,0,4
Maruti Ritz VDi,2013,330000.0,63000.0,3,0,0,4
Maruti Wagon R LXI CNG,2016,325000.0,80000.0,1,0,0,3
Maruti Swift Dzire VDI,2013,250000.0,55000.0,3,0,0,4
Maruti Swift Star VDI,2013,250000.0,55000.0,3,0,0,4
Chevrolet Beat LT Option,2015,240000.0,60000.0,2,0,0,4
Hyundai i10 Magna 1.1 iTech SE,2015,300000.0,48000.0,2,1,0,4
Chevrolet Beat LT,2010,130000.0,80000.0,2,0,0,3
Renault KWID RXT,2017,240000.0,50000.0,2,0,0,4
Hyundai i20 1.4 CRDi Magna,2012,250000.0,70000.0,3,0,0,4
Hyundai i20 Asta Option 1.4 CRDi,2016,600000.0,50000.0,3,0,0,3
Tata Indigo CR4,2010,150000.0,80000.0,3,0,0,3
Ford EcoSport 1.5 Diesel Trend BSIV,2017,700000.0,50000.0,3,0,0,4
Hyundai Grand i10 Sportz,2015,425000.0,12000.0,2,0,0,4
Hyundai Santro Xing GLS,2012,193000.0,45000.0,2,0,0,3
Honda City i VTEC V,2015,800000.0,10000.0,2,0,0,4
Maruti Wagon R LXI Minor,2008,150000.0,50000.0,2,0,0,4
Ford Figo Diesel EXI,2010,130000.0,100000.0,3,0,0,2
Ford Figo Diesel EXI,2012,280000.0,80000.0,3,0,0,3
Mahindra Xylo D2 BS IV,2011,229999.0,110000.0,3,0,0,3
Maruti Zen Estilo VXI BSIII,2008,80000.0,120000.0,2,0,0,4
Tata Nano Cx BSIII,2010,70000.0,10000.0,2,0,0,4
Maruti Ritz VDi,2013,240000.0,60000.0,3,0,0,3
Mahindra Xylo E8,2010,380000.0,72000.0,3,0,0,3
Maruti Ritz VDi,2013,240000.0,60000.0,3,0,0,3
Hyundai Santro Xing XO,2006,80000.0,110000.0,2,0,0,4
Hyundai i10 Era,2013,265000.0,50000.0,2,0,0,4
Nissan Terrano XL 110 PS,2014,500000.0,120000.0,3,0,0,2
Hyundai Creta 1.6 CRDi SX Option,2016,1300000.0,55000.0,3,0,0,4
Toyota Innova Crysta 2.8 ZX AT BSIV,2016,1800000.0,110000.0,3,0,1,4
Mahindra XUV500 W6 2WD,2014,600000.0,80000.0,3,0,0,3
Maruti Zen Estilo LXI BS IV,2009,140000.0,120000.0,2,0,0,4
Skoda Laura Ambiente 2.0 TDI CR MT,2010,300000.0,100000.0,3,0,0,3
Hyundai Santro Xing XL eRLX Euro III,2006,100000.0,60000.0,2,1,0,3
Maruti Alto K10 VXI,2017,350000.0,25000.0,2,1,0,4
Maruti Alto LX,2008,140000.0,54000.0,2,1,0,4
Ford Aspire Titanium Plus BSIV,2015,550000.0,17100.0,2,1,0,3
Hyundai Grand i10 Asta Option AT,2017,525000.0,19000.0,2,1,1,4
Ford Ecosport 1.5 DV5 MT Titanium,2015,470000.0,146000.0,3,1,0,4
Ford Endeavour 3.0L 4X4 AT,2013,900000.0,98000.0,3,1,1,4
Mahindra Verito 1.5 D2 BSIII,2011,175000.0,175000.0,3,0,0,4
Mahindra XUV500 AT W10 AWD,2017,1350000.0,15000.0,3,0,1,3
Renault Duster 110PS Diesel RxZ,2017,800000.0,50000.0,3,0,0,4
Datsun RediGO 1.0 S,2017,250000.0,15000.0,2,0,0,4
Mahindra XUV500 W6 2WD,2013,660000.0,69000.0,3,0,0,4
Maruti Swift VDI BSIV,2015,465000.0,60000.0,3,0,0,2
Maruti Swift Dzire VDI,2017,600000.0,66000.0,3,0,0,2
Ford Fiesta 1.4 ZXi Duratec,2010,150000.0,110000.0,2,0,0,4
Hyundai Verna 1.6 SX,2014,450000.0,78000.0,3,0,0,3
Renault KWID RXT,2016,300000.0,40000.0,2,0,0,4
Mahindra Scorpio LX,2013,450000.0,120000.0,3,0,0,4
Ford Figo 1.5D Trend MT,2017,545000.0,40000.0,3,0,0,4
Skoda Rapid 1.5 TDI Ambition,2016,700000.0,93000.0,3,0,0,4
Toyota Etios VD,2016,650000.0,159000.0,3,0,0,4
Ford Ecosport 1.5 DV5 MT Titanium,2014,525000.0,75000.0,3,0,0,3
Ford Fiesta Classic 1.4 SXI Duratorq,2006,110000.0,101100.0,3,0,0,2
Tata Indica Vista Aqua 1.3 Quadrajet BSIV,2011,180000.0,66000.0,3,0,0,4
Hyundai i10 Era,2012,280000.0,30000.0,2,0,0,3
Mahindra XUV500 W8 4WD,2012,625000.0,126000.0,3,0,0,3
Volkswagen Vento 1.5 TDI Highline,2015,535000.0,70000.0,3,0,0,4
Maruti Swift VDI Optional,2017,459999.0,50000.0,3,0,0,4
Mahindra Bolero DI,2010,300000.0,100000.0,3,0,0,4
Honda Civic 1.8 V AT,2007,280000.0,60000.0,2,0,1,4
Honda Mobilio V i VTEC,2014,500000.0,70000.0,2,0,0,4
Renault KWID RXT,2016,300000.0,40000.0,2,0,0,4
Tata Manza ELAN Quadrajet BS IV,2011,180000.0,80000.0,3,0,0,2
Hyundai i10 Sportz AT,2011,180000.0,134444.0,2,0,1,3
Maruti Alto LXi,2009,78000.0,120000.0,2,0,0,3
Nissan Micra Diesel XV Premium,2011,160000.0,120000.0,3,0,0,4
Maruti Wagon R LXI Minor,2008,110000.0,100000.0,2,0,0,3
Mahindra Bolero SLX 4WD BSIII,2011,450000.0,110000.0,3,0,0,3
Hyundai Grand i10 CRDi Sportz,2014,390000.0,70000.0,3,0,0,3
Tata Nano Lx BSIII,2011,65000.0,60000.0,2,0,0,3
Volkswagen Polo Diesel Highline 1.2L,2013,320000.0,115000.0,3,0,0,2
Volkswagen Ameo 1.5 TDI Highline,2017,720000.0,70000.0,3,0,0,4
Maruti Swift ZXI ABS,2007,220000.0,80000.0,2,0,0,3
Maruti Wagon R LXI BS IV,2011,225000.0,65000.0,2,1,0,4
Tata Manza Aura (ABS) Quadrajet BS IV,2010,200000.0,150000.0,3,0,0,3
Toyota Etios GD,2015,434999.0,75000.0,3,1,0,3
Ford Figo Diesel Titanium,2012,300000.0,63700.0,3,0,0,4
Ford Endeavour 2.5L 4X2 MT,2009,500000.0,105000.0,3,0,0,3
Renault Duster 85PS Diesel RxE,2016,500000.0,40000.0,3,0,0,4
Maruti Ritz LDi,2016,400000.0,90000.0,3,0,0,3
Toyota Corolla Altis D-4D J,2015,825000.0,75000.0,3,1,0,3
Maruti 800 AC Uniq,2009,110000.0,30000.0,2,0,0,3
Mahindra Scorpio VLX 2WD AIRBAG BSIV,2014,600000.0,100000.0,3,0,0,3
Mahindra Scorpio VLX 2WD AT BSIV,2009,275000.0,155000.0,3,0,1,2
Land Rover Range Rover Evoque 2.2L Dynamic,2012,2349000.0,149000.0,3,0,1,3
Hyundai i20 1.4 Sportz,2017,740000.0,60000.0,3,0,0,4
Maruti Baleno Alpha 1.3,2017,800000.0,90000.0,3,0,0,4
BMW X1 sDrive20d,2012,750000.0,100000.0,3,0,1,3
Maruti Alto K10 2010-2014 VXI,2012,200000.0,90000.0,2,0,0,3
Tata Spacio SA 6 Seater,2009,210000.0,75000.0,3,0,0,4
Maruti Swift VDI BSIV,2009,270000.0,120000.0,3,0,0,3
Toyota Etios 1.4 VXD,2016,630000.0,90000.0,3,0,0,3
Hyundai Xcent 1.2 Kappa S,2015,375000.0,55000.0,2,0,0,4
Mahindra Xylo D2,2010,300000.0,70000.0,3,0,0,4
Mahindra Bolero Power Plus SLX,2016,580000.0,95000.0,3,0,0,3
Hyundai Verna 1.4 CRDi,2014,550000.0,50000.0,3,0,0,4
Maruti Ciaz ZDi Plus SHVS,2016,750000.0,50000.0,3,0,0,4
Maruti Omni E MPI STD BS IV,2014,250000.0,60516.0,2,0,0,4
Mercedes-Benz E-Class 280 CDI,2007,900000.0,76731.0,3,1,1,4
Maruti Swift ZDI,2016,685000.0,64000.0,3,1,0,4
Maruti Swift VDI BSIV,2014,540000.0,65000.0,3,1,0,4
Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,610000.0,77000.0,3,1,0,4
Hyundai EON Era,2011,254999.0,24000.0,2,1,0,4
Nissan Micra Active XV,2014,280000.0,63840.0,2,1,0,4
Tata Tiago 1.2 Revotron XT,2017,370000.0,25000.0,2,0,0,4
Tata New Safari DICOR 2.2 EX 4x2,2011,459999.0,76400.0,3,0,0,3
Fiat Linea Active (Diesel),2011,190000.0,80000.0,3,0,0,2
Fiat Punto 1.4 Emotion,2010,165000.0,100000.0,2,0,0,1
Ford EcoSport 1.5 Diesel Trend Plus BSIV,2017,710000.0,40000.0,3,0,0,4
Maruti Zen Estilo LXI BS IV,2011,229999.0,70000.0,2,0,0,4
Maruti Wagon R VXI BS IV,2015,320000.0,40000.0,2,0,0,4
Maruti 800 AC,2006,100000.0,54000.0,2,0,0,4
Hyundai Verna CRDi,2009,160000.0,90000.0,3,0,0,4
Maruti 800 AC BSIII,2007,60000.0,52000.0,2,0,0,4
Chevrolet Beat Diesel LT,2016,350000.0,35000.0,3,0,0,3
Renault Duster 110PS Diesel RxZ AWD,2017,700000.0,60000.0,3,0,0,4
Maruti Alto K10 VXI,2017,300000.0,31489.0,2,0,0,4
Mahindra Quanto C6,2013,220000.0,110000.0,3,0,0,4
Tata Indigo LX Dicor,2009,130000.0,50000.0,3,0,0,4
Hyundai i20 1.2 Magna,2012,330000.0,44000.0,2,0,0,4
Honda City 1.5 S MT,2010,254999.0,90000.0,2,0,0,3
Hyundai Verna 1.6 SX VTVT (O),2014,600000.0,50000.0,2,0,0,3
Hyundai i10 Magna,2012,210000.0,50000.0,2,0,0,4
Maruti Zen Estilo 1.1 LXI BSIII,2007,120000.0,81366.0,2,0,0,4
Maruti Esteem Vxi - BSIII,2006,95000.0,110000.0,2,0,0,4
Hyundai Verna Transform VTVT,2010,229999.0,70000.0,2,0,0,4
Hyundai i20 Magna Optional 1.4 CRDi,2013,400000.0,100000.0,3,0,0,4
Ford Figo Diesel Celebration Edition,2013,300000.0,50000.0,3,0,0,4
Ford Fiesta 1.4 SXi TDCi,2009,80000.0,180000.0,3,0,0,3
Maruti 800 AC,2008,80000.0,50000.0,2,0,0,3
Maruti Esteem Vxi,2007,100000.0,90000.0,2,0,0,3
Tata Indica Vista Quadrajet LS,2012,300000.0,110000.0,3,0,0,4
Maruti Vitara Brezza ZDi Plus,2016,975000.0,65000.0,3,0,0,4
Chevrolet Captiva LT,2009,500000.0,130000.0,3,0,0,4
Renault Duster 85PS Diesel RxL Optional,2013,550000.0,75000.0,3,0,0,3
Nissan Terrano XV Premium 110 PS,2014,550000.0,110000.0,3,0,0,3
Maruti Alto K10 2010-2014 VXI,2014,240000.0,50000.0,2,0,0,4
Tata Indica Vista Aura 1.2 Safire,2009,120000.0,80000.0,2,0,0,3
Maruti Alto 800 LXI,2013,900000.0,60000.0,2,0,0,3
Honda City 1.5 V MT,2009,250000.0,90000.0,2,0,0,3
Renault KWID 1.0 RXT Optional,2017,280000.0,36000.0,2,0,0,4
Tata Indica Vista Terra Quadrajet 1.3L BS IV,2010,85000.0,87000.0,3,0,0,4
Tata Indica Vista Terra 1.4 TDI,2011,90000.0,80000.0,3,0,0,4
Chevrolet Enjoy TCDi LT 8 Seater,2015,500000.0,50000.0,3,0,0,4
Maruti 800 Std,2013,200000.0,60000.0,2,0,0,4
Renault KWID RXT,2015,250000.0,50000.0,2,0,0,4
Maruti Swift Dzire VDI,2014,185000.0,40000.0,3,0,0,2
Hyundai i10 Magna 1.1,2008,100000.0,60000.0,2,0,0,3
Toyota Etios VXD,2015,610000.0,55000.0,3,0,0,4
Mahindra Quanto C8,2012,290000.0,80000.0,3,0,0,4
Hyundai EON Era Plus,2015,225000.0,80000.0,2,0,0,4
Maruti Alto K10 VXI,2017,320000.0,50000.0,2,0,0,3
Tata Indigo CR4,2012,135000.0,158000.0,3,0,0,2
Maruti Wagon R VXI BS IV,2016,400000.0,25000.0,2,0,0,4
Hyundai i20 Active 1.2 S,2017,570000.0,35000.0,2,0,0,4
Maruti Omni MPI STD BSIV,2015,130000.0,70000.0,2,0,0,4
Ford Figo Aspire 1.2 Ti-VCT Trend,2017,530000.0,10832.0,2,1,0,4
Hyundai i10 Era,2009,250000.0,50000.0,2,0,0,4
Nissan Sunny XL,2016,600000.0,19495.0,2,1,0,4
Renault Duster 85PS Diesel RxL Plus,2013,570000.0,62668.0,3,1,0,4
Mahindra XUV500 W6 2WD,2013,850000.0,85710.0,3,1,0,4
Ford Figo Diesel EXI,2011,250000.0,55130.0,3,1,0,3
Ford Ecosport 1.5 DV5 MT Titanium,2014,580000.0,63356.0,3,1,0,3
Toyota Fortuner 3.0 Diesel,2012,1680000.0,129627.0,3,1,0,4
Chevrolet Spark 1.0 LT,2010,180000.0,15000.0,2,0,0,4
Tata Tiago 1.2 Revotron XE,2017,300000.0,50000.0,2,0,0,4
Toyota Etios Liva VX,2012,269000.0,70000.0,2,0,0,3
Chevrolet Beat LS,2011,150000.0,60000.0,2,0,0,2
Maruti Ciaz VXi,2014,700000.0,15000.0,2,0,0,4
Renault Duster 85PS Diesel RxL Optional,2013,421000.0,45000.0,3,0,0,4
Hyundai i10 Magna 1.1L,2014,295000.0,38500.0,2,0,0,4
Hyundai i10 Sportz,2011,220000.0,25000.0,2,0,0,4
Ford Classic 1.4 Duratorq LXI,2013,250000.0,35000.0,3,0,0,4
Toyota Fortuner 3.0 Diesel,2009,1100000.0,110000.0,3,0,0,3
Hyundai Verna 1.6 VTVT,2012,300000.0,40000.0,2,0,0,4
Chevrolet Aveo U-VA 1.2,2007,80000.0,110000.0,2,0,0,3
Chevrolet Beat Diesel LT,2013,215000.0,20000.0,3,0,0,2
Hyundai EON Magna Plus,2012,245000.0,14987.0,2,1,0,4
Ford EcoSport 1.5 TDCi Titanium BSIV,2016,650000.0,25061.0,3,1,0,4
Ford Ecosport 1.5 Diesel Titanium,2017,760000.0,42494.0,3,1,0,4
Honda Amaze S i-Dtech,2014,395000.0,44875.0,3,1,0,4
Ford Figo Diesel EXI,2014,280000.0,89741.0,3,1,0,3
Honda Jazz 1.5 S i DTEC,2016,495000.0,65000.0,3,1,0,4
Honda Jazz 1.5 VX i DTEC,2016,525000.0,35000.0,3,1,0,4
Tata New Safari DICOR 2.2 VX 4x2,2010,210000.0,34500.0,3,0,0,4
Maruti Wagon R LXI CNG,2010,195000.0,80000.0,1,0,0,3
Maruti Ertiga SHVS VDI,2016,650000.0,60000.0,3,0,0,4
Mahindra TUV 300 T6 Plus,2015,540000.0,110000.0,3,0,0,4
Maruti Alto 800 LXI,2014,180000.0,61000.0,2,0,0,4
Mahindra Bolero Power Plus ZLX,2017,750000.0,29000.0,3,0,0,4
Fiat Grande Punto EVO 90HP 1.3 Sport,2014,250000.0,90000.0,3,0,0,4
Volkswagen Vento 1.6 Highline,2015,509999.0,43000.0,2,0,0,3
Maruti Alto K10 LXI,2017,320000.0,50000.0,2,0,0,4
Hyundai EON D Lite,2016,275000.0,25000.0,2,0,0,4
Maruti Wagon R VXI Minor,2009,145000.0,50000.0,2,0,0,3
Fiat Grande Punto Emotion 90Hp,2013,250000.0,80000.0,3,0,0,4
Hyundai Verna 1.6 SX,2012,520000.0,35000.0,3,0,0,4
Maruti Alto LXi,2007,95000.0,85000.0,2,0,0,3
Toyota Innova 2.5 V Diesel 7-seater,2011,725000.0,110000.0,3,0,0,2
Maruti 800 AC,2006,55000.0,70000.0,2,0,0,3
Honda City i DTEC VX,2014,600000.0,100000.0,3,0,0,4
Volkswagen Vento New Diesel Highline,2013,330000.0,120000.0,3,0,0,3
Maruti Swift Dzire VDI,2015,470000.0,89000.0,3,0,0,4
Maruti Swift ZDi,2013,365000.0,120000.0,3,0,0,4
Hyundai EON Magna Plus,2013,250000.0,40000.0,2,0,0,3
Maruti Wagon R VXI BS IV,2017,430000.0,17000.0,2,0,0,4
Maruti Swift VDI,2013,400000.0,125000.0,3,0,0,3
Maruti Swift Dzire ZXI,2015,615000.0,110000.0,2,0,0,3
Ford Figo Diesel Titanium,2011,150000.0,120000.0,3,0,0,3
Ford Figo Diesel ZXI,2014,240000.0,90000.0,3,0,0,4
Mahindra Scorpio S10 7 Seater,2014,800000.0,90000.0,3,0,0,4
Hyundai EON LPG Magna Plus,2015,240000.0,110000.0,0,0,0,4
Ford Ecosport 1.5 DV5 MT Titanium,2014,600000.0,87000.0,3,0,0,3
Mahindra Scorpio LX,2014,800000.0,15000.0,3,0,0,4
Hyundai EON 1.0 Kappa Magna Plus,2015,160000.0,70000.0,2,0,0,4
Ford Fiesta Classic 1.6 Duratec CLXI,2012,350000.0,38000.0,2,0,0,4
Honda City 1.5 V MT,2011,300000.0,64000.0,2,0,0,3
Tata Sumo Gold EX BSIII,2015,399000.0,55250.0,3,0,0,4
Mahindra Bolero DI,2011,300000.0,110000.0,3,0,0,4
Maruti A-Star AT VXI,2012,150000.0,70000.0,2,0,1,4
Chevrolet Cruze LTZ,2010,320000.0,60000.0,3,0,0,2
Renault KWID 1.0 RXT Optional,2017,300000.0,13000.0,2,0,0,3
Nissan Terrano XL Plus ICC WT20 SE,2016,1000000.0,60000.0,3,0,0,4
Mitsubishi Pajero Sport 4X4,2012,1090000.0,120000.0,3,0,0,3
Tata New Safari DICOR 2.2 GX 4x2 BS IV,2012,450000.0,97000.0,3,0,0,3
Tata Indica GLS BS IV,2007,60000.0,130000.0,2,0,0,3
Maruti Swift Dzire ZXI,2013,500000.0,50000.0,2,0,0,4
